"Choice","Indicator","Function","Value","Group","Community","Research.Question","Calculation"
"Yellow_Pasta","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","18","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Yellow_Pasta","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","30.51","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Yoghurt","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","counts","21","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Yoghurt","Q2_10_Which_of_these_dry_food_items_do_you_sell_at_your_shop","percentage","35.59","Dry Food Items Sold","C4140","RQ4","count and percentage"
"Apples","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","32","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Apples","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","27.12","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Banana","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","32","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Banana","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","27.12","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Cabbage","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","4","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Cabbage","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","3.39","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Cauliflower","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","12","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Cauliflower","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","10.17","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Cucumber","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","8","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Cucumber","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","6.78","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Eggplants_Aubergine","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","28","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Eggplants_Aubergine","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","23.73","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"None","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","84","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"None","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","71.19","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Onion","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","12","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Onion","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","10.17","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Parsley","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","10","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Parsley","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","8.47","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Potatoes","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","32","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Potatoes","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","27.12","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Raw_carrots","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","6","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Raw_carrots","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","5.08","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Raw_Lemon","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","16","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Raw_Lemon","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","13.56","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Raw_Sweet_Green_Peppers","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","7","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Raw_Sweet_Green_Peppers","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","5.93","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Red_tomatoes","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","34","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Red_tomatoes","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","28.81","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Spinach","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","19","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Spinach","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","16.1","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Zucchini","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","17","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Zucchini","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","14.41","Fresh Food Items Sold","C3871","RQ4","count and percentage"
"Apples","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","21","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Apples","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","21.43","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Banana","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","14","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Banana","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","14.29","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Cabbage","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","20","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Cabbage","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","20.41","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Cauliflower","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","18","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Cauliflower","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","18.37","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Cucumber","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","16","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Cucumber","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","16.33","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Eggplants_Aubergine","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","23","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Eggplants_Aubergine","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","23.47","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Garlic","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","17","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Garlic","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","17.35","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"None","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","75","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"None","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","76.53","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Onion","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","20","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Onion","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","20.41","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Parsley","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","21","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Parsley","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","21.43","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Potatoes","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","23","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Potatoes","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","23.47","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Raw_carrots","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","12","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Raw_carrots","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","12.24","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Raw_Lemon","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","23","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Raw_Lemon","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","23.47","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Raw_Sweet_Green_Peppers","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","20","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Raw_Sweet_Green_Peppers","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","20.41","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Red_tomatoes","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","23","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Red_tomatoes","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","23.47","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Spinach","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","13","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Spinach","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","13.27","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Zucchini","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","17","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Zucchini","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","17.35","Fresh Food Items Sold","C3947","RQ4","count and percentage"
"Apples","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","17","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Apples","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","30.36","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Banana","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","15","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Banana","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","26.79","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Cabbage","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","16","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Cabbage","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","28.57","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Cauliflower","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","17","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Cauliflower","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","30.36","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Cucumber","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","16","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Cucumber","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","28.57","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Eggplants_Aubergine","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","18","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Eggplants_Aubergine","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","32.14","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Garlic","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","14","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Garlic","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","25","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"None","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","38","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"None","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","67.86","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Onion","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","18","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Onion","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","32.14","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Parsley","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","17","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Parsley","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","30.36","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Potatoes","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","18","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Potatoes","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","32.14","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Raw_carrots","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","10","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Raw_carrots","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","17.86","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Raw_Lemon","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","18","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Raw_Lemon","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","32.14","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Raw_Sweet_Green_Peppers","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","17","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Raw_Sweet_Green_Peppers","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","30.36","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Red_tomatoes","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","18","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Red_tomatoes","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","32.14","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Spinach","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","13","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Spinach","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","23.21","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Zucchini","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","18","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Zucchini","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","32.14","Fresh Food Items Sold","C4121","RQ4","count and percentage"
"Apples","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","28","Fresh Food Items Sold","C4126","RQ4","count and percentage"
"Apples","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","35.44","Fresh Food Items Sold","C4126","RQ4","count and percentage"
"Banana","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","26","Fresh Food Items Sold","C4126","RQ4","count and percentage"
"Banana","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","32.91","Fresh Food Items Sold","C4126","RQ4","count and percentage"
"Cabbage","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","counts","25","Fresh Food Items Sold","C4126","RQ4","count and percentage"
"Cabbage","Q2_11_Which_of_these_fresh_food_items_do_you_sell_at_your_shop","percentage","31.65","Fresh Food Items Sold","C4126","RQ4","count and percentage"
